flock_id,farm_no,house_no,survey_date,season,first_date_placed,last_date_sold,carbon_add_backs,caked_litter,pulled_cake_from_house,house_clean_out,litter_condition,litter_depth,moisture_percent,paw_score,proper_windrowing,litter_intervention,avg_weight,feed_conversion,livability,one_week_mortality,weight_gain_per_day,age_days,head_placed,head_sold,feed_consumed,goal_weight,breed,bird_type,hen_age_weeks,moisture_percent_single,paw_score_single,caked_litter_single,moisture_composite,paw_score_composite,caked_litter_composite,moisture_percent_num,paw_score_num,caked_litter_num,moisture_level,paw_score_level,mortality_rate,feed_efficiency,production_days
0201-70,201,70,2024-09-10,Summer,2024-08-19,2024-10-09,Done per SOP,Less than 10 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,"31 – 40 % moisture,Less than 30 % moisture",Greater than 80 % acceptable paws,None,Acid and disinfect used,7.66965807111212,1.66022868653356,96.1026200873,1.7172489083,0.1565236341,49,91600,88030,1120920,6.7,ROSS 708,TP,51,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,TRUE,FALSE,FALSE,35.5,90,5,High,Good,3.8973799126637556,0.6023266602433723,51
1005-125,1005,125,2024-09-18,Summer,2024-08-23,2024-10-09,Not done,11 – 49 % caked,TRUE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,"Greater than 80 % acceptable paws,50 – 80 % acceptable paws",None,Only 1 intervention used,6.57007542536397,1.73554748682899,95.9764309764,0.7261503928,0.1399555385,47,89100,85515,975100,6.7,ROSS 708,TP,35,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,TRUE,FALSE,35.5,90,30,High,Good,4.023569023569023,0.5761870577376681,47
2623-17,2623,17,2024-08-22,Summer,2024-07-30,2024-09-12,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,6.67537159147788,1.58926126361088,96.1317991632,1.1422594142,0.1552411998,43,95600,91902,974980,6.7,ROSS 308,TP,37,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.8682008368200833,0.6292231635520711,44
2902-95,2902,95,2025-02-24,Winter,2025-01-31,2025-03-11,Done per SOP,Less than 10 % caked,FALSE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,4.47573672883408,1.5810117908367,94.5489360851,2.4558035357,0.1209658575,37,200016,189113,1338200,4.2,ROSS 308,SB,37,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,5.451063914886809,0.6325063518158722,39
2374-82,2374,82,2024-09-17,Summer,2024-08-20,2024-10-17,Done per SOP,Less than 10 % caked,FALSE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,50 – 80 % acceptable paws,None,Only 1 intervention used,9.96064806608289,1.81372793280182,96.5993150685,1.0205479452,0.1717353115,58,29200,28207,509585,9,ROSS 708,BB,46,31 – 40 % moisture,50 – 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,65,5,High,Acceptable,3.400684931506849,0.5513506088287535,58
5531-38,5531,38,2024-09-04,Summer,2024-08-08,2024-09-20,Done per SOP,11 – 49 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,"31 – 40 % moisture,Greater than 40 % moisture",Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.40138517900694,1.58220081804987,97.1456410256,1.4646153846,0.1486144746,43,97500,94717,959320,6.7,ROSS 308,ORG,39,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,TRUE,FALSE,FALSE,35.5,90,30,High,Good,2.8543589743589743,0.6320310219739,43
5456-56,5456,56,2024-09-23,Fall,2024-09-03,2024-10-17,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.13842434011687,1.57853274249138,92.7663551402,1.8457943925,0.1391399261,44,21400,19852,192360,6.7,ROSS 708,ORG,53,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,7.233644859813085,0.6334996880848424,44
1526-100,1526,100,2025-02-25,Winter,2025-02-06,2025-04-07,Done per SOP,Less than 10 % caked,TRUE,More than 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,8.44404052284088,2.04235517568851,89.0738095238,1.1452380952,0.1407340087,60,42000,37411,645180,9,ROSS 708,BB,37,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,10.926190476190477,0.4896308007067792,60
2580-15,2580,15,2025-03-28,Spring,2025-03-10,2025-04-14,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,4.40526443319348,1.49376139883623,96.8061728395,1.4179012346,0.1258646981,35,162000,156826,1031980,4.2,ROSS 308,SB,37,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.193827160493827,0.6694509583519075,35
5824-36,5824,36,2025-03-17,Winter,2025-02-03,2025-03-21,Not done,Less than 10 % caked,TRUE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,6.03725144310004,1.60141567669895,94.9268867925,1.9363207547,0.1345100821,45,127200,120747,1167400,6.7,ROSS 708,TP,31,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,5.07311320754717,0.6244474901490489,46
5542-27,5542,27,2025-05-07,Spring,2025-04-15,2025-06-10,Done per SOP,Less than 10 % caked,FALSE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,9.49375888765998,1.81056319275705,91.9912790698,1.3779069767,0.1695314087,56,68800,63290,1087895,9,ROSS 708,BB,49,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,8.008720930232558,0.5523143318059183,56
2945-49,2945,49,2024-10-04,Fall,2024-09-12,2024-10-30,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,"Performed but not recorded,None",Acid and disinfect used,6.52724814160305,1.65343848649597,95.4719945355,0.612704918,0.1359843363,48,146400,139771,1508465,6.7,ROSS 708,TP,44,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,4.5280054644808745,0.6048002439566036,48
2979-50,2979,50,2025-02-21,Winter,2025-01-24,2025-03-11,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Acid and disinfect used,5.92316030350476,1.68838958926393,93.4421221865,2.4115755627,0.1287643544,46,124400,116242,1162490,6.7,ROSS 708,TP,41,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,6.557877813504823,0.5922803637020528,46
5643-20,5643,20,2024-08-27,Summer,2024-07-25,2024-09-25,Done per SOP,11 – 49 % caked,TRUE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,9.66583825368433,1.81743692203553,96.2831813448,1.0303045698,0.159191449,61,196835,189519,3329290,9,ROSS 708,BB,46,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,3.7168186552188383,0.5502254234386301,62
1899-111,1899,111,2024-09-11,Summer,2024-08-19,2024-09-30,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,"50 – 80 % acceptable paws,Greater than 80 % acceptable paws",Performed but not recorded,Only 1 intervention used,4.79484524847428,1.51443263821808,96.7396747582,1.0832608524,0.1295904121,37,151764,146816,1066100,4.2,ROSS 308,SB,38,Less than 30 % moisture,50 – 80 % acceptable paws,11 – 49 % caked,FALSE,TRUE,FALSE,15,65,30,Low,Acceptable,3.2603252418228297,0.6603132914360756,42
2093-115,2093,115,2024-09-16,Summer,2024-08-19,2024-09-23,Done per SOP,Less than 10 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,3.73083597630303,1.53422833862638,96.3725490196,0.8281430219,0.1130556356,33,173400,167110,956530,4.2,ROSS 308,SB,41,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,3.6274509803921573,0.6517934617837372,35
8705-172,8705,172,2025-03-21,Winter,2025-02-27,2025-04-03,Done per SOP,11 – 49 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Less than 3 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,4.26308599994187,1.54863194255068,93.7290582691,3.0047127407,0.1253848824,34,110127,103221,681460,4.2,ROSS 308,SB,37,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,6.270941730910676,0.6457312241364118,35
1638-123,1638,123,2025-02-26,Winter,2025-01-25,2025-03-04,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,4.94793844834057,1.62207966711456,93.197217725,3.1890228059,0.1302089065,38,100062,93255,748460,4.2,ROSS 308,SB,45,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,6.802782274989506,0.6164925313309993,38
3053-74,3053,74,2024-09-26,Fall,2024-09-06,2024-10-01,Done per SOP,Less than 10 % caked,TRUE,4 – 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,2.60952142946395,1.34399540317947,98.0759803922,1.1593137255,0.1043808572,25,40800,40015,140340,2,ROSS 308,SB,42,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,1.9240196078431373,0.7440501638876998,25
8559-199,8559,199,2024-09-20,Summer,2024-08-29,2024-10-03,Done per SOP,Less than 10 % caked,TRUE,More than 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,None,Only 1 intervention used,4.50674129682507,1.55859522510804,96.1509090909,1.2209090909,0.1287640371,35,110000,105766,742920,4.2,ROSS 308,SB,42,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,3.849090909090909,0.6416034027889962,35
8249-181,8249,181,2024-08-22,Summer,2024-07-25,2024-09-13,Done per SOP,11 – 49 % caked,FALSE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,None,6.99923101728971,1.68237879217465,96.3273596177,1.0334528076,0.1401790986,50,83700,80626,949400,6.7,ROSS 708,TP,52,31 – 40 % moisture,Greater than 80 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,35.5,90,30,High,Good,3.6726403823178018,0.5943964609226889,50
0105-92,105,92,2025-03-07,Winter,2025-02-24,2025-04-02,Done per SOP,Less than 10 % caked,TRUE,4 – 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,4.57445168677883,1.54718752256481,96.3777689349,1.6049873989,0.1306986196,35,188475,181648,1285620,4.2,ROSS 308,SB,46,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.622231065128001,0.6463340644980616,37
2425-32,2425,32,2024-09-10,Summer,2024-08-09,2024-09-27,Done per SOP,Less than 10 % caked,FALSE,4 – 5 years since cleanout,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Acid and disinfect used,6.77841247860289,1.62225122719405,96.3725671918,1.827618165,0.1408498402,48,107900,103986,1143460,6.7,ROSS 708,ORG,45,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.6274328081557,0.6164273345810096,49
7946-165,7946,165,2025-05-25,Spring,2025-04-15,2025-06-12,Done per SOP,Less than 10 % caked,FALSE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,9.32722113075748,1.79359358422268,95.4375,0.7777777778,0.1669913954,56,72000,68715,1149550,9,ROSS 708,BB,38,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,4.5625,0.5575399069200991,58
0684-65,684,65,2025-04-06,Spring,2025-03-21,2025-05-08,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,None of the above (litter even and clean),Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,None,Acid and disinfect used,7.00505415162455,1.65491651205937,94.4318181818,2.4772727273,0.1462840955,48,44000,41550,481680,6.7,ROSS 708,TP,27,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,5.568181818181818,0.6042600896860983,48
5298-202,5298,202,2025-04-25,Spring,2025-04-01,2025-05-19,Not done,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,6.86122458399686,1.6289818022806,96.0731707317,0.9146341463,0.1461907238,47,90200,86658,968560,6.7,ROSS 708,TP,46,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.926829268292683,0.6138803997687294,48
3627-28,3627,28,2024-10-10,Fall,2024-09-20,2024-11-05,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,6.13494485942605,1.72663633181659,96.2217925823,0.915034609,0.1334767337,46,67757,65197,690620,6.7,ROSS 708,TP,44,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.7782074176837814,0.5791607541050073,46
2854-82,2854,82,2024-10-07,Fall,2024-09-13,2024-10-31,Not done,Less than 10 % caked,TRUE,More than 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter","Less than 3 inches,Greater than 5 inches","Greater than 40 % moisture,31 – 40 % moisture",Greater than 80 % acceptable paws,None,Only 1 intervention used,6.489705589815,1.72014253419671,95.7523809524,1.0857142857,0.1388763972,47,84000,80432,897880,6.7,ROSS 708,TP,44,Greater than 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,TRUE,FALSE,FALSE,45.5,90,5,High,Good,4.247619047619048,0.5813471733416501,48
8552-6,8552,6,2024-10-11,Fall,2024-09-23,2024-11-21,Done per SOP,11 – 49 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Less than 50 % acceptable paws,None,None,9.82377291543465,1.79935438237419,93.8245575098,1.0139821339,0.1693753951,58,72092,67640,1195635,9,ROSS 708,BB,61,Less than 30 % moisture,Less than 50 % acceptable paws,11 – 49 % caked,FALSE,FALSE,FALSE,15,25,30,Low,Poor,6.1754424901514735,0.5557548917520807,59
1207-40,1207,40,2024-10-16,Fall,2024-09-26,2024-10-31,Done per SOP,Less than 10 % caked,TRUE,Cleaned within 3 years,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,4.38065071652623,1.52015912015912,97.095708257,1.0102317063,0.125161449,35,200944,195108,1299280,4.2,ROSS 308,SB,45,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,2.9042917429731663,0.6578258727910844,35
0105-89,105,89,2024-09-13,Summer,2024-08-19,2024-09-24,Done per SOP,Less than 10 % caked,TRUE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,4.36521268559961,1.55391409902115,97.9017660044,0.504415011,0.1247203624,35,181200,177398,1203320,4.2,ROSS 308,SB,43,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,2.0982339955849887,0.6435362164677735,36
4369-221,4369,221,2024-10-11,Fall,2024-09-16,2024-10-31,Not done,Less than 10 % caked,TRUE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,Less than 30 % moisture,Greater than 80 % acceptable paws,Performed but not recorded,Only 1 intervention used,6.06575450896138,1.6813627254509,96.2557823129,0.6857142857,0.1349393465,45,73500,70748,721540,6.7,ROSS 708,TP,39,Less than 30 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,15,90,5,Low,Good,3.74421768707483,0.5947556615017885,45
4080-18,4080,18,2024-08-28,Summer,2024-08-02,2024-09-24,Done per SOP,Less than 10 % caked,TRUE,4 – 5 years since cleanout,"Presence of marbles, chunks, leftover cake, or uneven litter",Greater than 5 inches,31 – 40 % moisture,Greater than 80 % acceptable paws,Performed per SOP,Only 1 intervention used,7.24083210710061,1.60521597067262,94.6967213115,2.2609289617,0.1419771001,51,146400,138636,1611380,6.7,ROSS 708,TP,33,31 – 40 % moisture,Greater than 80 % acceptable paws,Less than 10 % caked,FALSE,FALSE,FALSE,35.5,90,5,High,Good,5.30327868852459,0.6229691320483054,53
